date,ticker,NewsCount,NewsTone
2020-04-18,AMZN,402,-0.010625301151549926
2020-04-19,AAPL,293,-0.0013134427865341008
2020-04-19,AMZN,295,-0.00998802594380872
2020-04-20,AAPL,624,-0.0026068376176070678
2020-04-20,AMZN,499,-0.0074860337643359214
2020-04-21,AAPL,792,0.00068203861935391531
2020-04-21,AMZN,669,-0.0097736286362972383
2020-04-22,AAPL,639,-0.0019734301045876207
2020-04-22,AMZN,521,-0.0067123607455595174
2020-04-23,AAPL,1088,-0.0077278227500742671
2020-04-23,AMZN,560,-0.0039746048720011688
2020-04-24,AAPL,1037,-0.0086504748841494967
2020-04-24,AMZN,767,-0.0058856763312683689
2020-04-25,AAPL,514,-0.0089496089477041057
2020-04-25,AMZN,445,-0.0090940431481751818
2020-04-26,AAPL,428,-0.011957916799473054
2020-04-26,AMZN,205,-0.0076543131860197372
2020-04-27,AAPL,710,-0.0072998723145766666
2020-04-27,AMZN,560,-0.0024676082474269149
2020-04-28,AAPL,713,-0.0077406595014031764
2020-04-28,AMZN,657,-0.0094164650851973827
2020-04-29,AAPL,629,-0.00088525726595568963
2020-04-29,AMZN,828,-0.010056647995095931
2020-04-30,AAPL,972,-0.0038640022194673606
2020-04-30,AMZN,749,-0.0070614726517265573
2020-05-01,AAPL,982,-0.003816634873386405
2020-05-01,AMZN,1386,-0.010372055012445695
2020-05-02,AAPL,420,0.010978546654869565
2020-05-02,AMZN,356,-0.00866583104856365
2020-05-03,AAPL,416,-0.012548809788993396
2020-05-03,AMZN,225,-0.01086457801380754
2020-05-04,AAPL,814,0.0019316531623868695
2020-05-04,AMZN,628,-0.014531348598388543
2020-05-05,AAPL,1052,4.501469283304768e-05
2020-05-05,AMZN,699,-0.018241610878707622
2020-05-06,AAPL,680,0.0018577666562707377
2020-05-06,AMZN,536,-0.011032508015815805
2020-05-07,AAPL,660,0.0019927635973433773
2020-05-07,AMZN,629,-0.011412062206731037
2020-05-08,AAPL,608,0.0024018236963321581
2020-05-08,AMZN,589,-0.013796124740363059
2020-05-09,AAPL,397,-0.0022179296802210609
2020-05-09,AMZN,423,-0.0115520779323103
2020-05-10,AAPL,268,-0.008461335015763554
2020-05-10,AMZN,190,-0.0025073495964957728
2020-05-11,AAPL,518,-0.0002355774404600871
2020-05-11,AMZN,428,-0.0049614673193241424
2020-05-12,AAPL,674,0.0035846359407222849
2020-05-12,AMZN,508,-0.0097146547027617
2020-05-13,AAPL,687,-0.0037162277235883285
2020-05-13,AMZN,691,-0.0090591839996440812
2020-05-14,AAPL,584,0.0017388369078252066
2020-05-14,AMZN,817,-0.0038175643033674404
2020-05-15,AAPL,933,0.01506066355165496
2020-05-15,AMZN,786,-0.0055089278902550236
2020-05-16,AAPL,338,-0.00083852486407197
2020-05-16,AMZN,381,-0.0052327248599233333
2020-05-17,AAPL,246,-0.0044159988096942205
2020-05-17,AMZN,280,-0.0186775722223625
2020-05-18,AAPL,974,-0.00242134538958614
2020-05-18,AMZN,613,-0.0071585174124007235
2020-05-19,AAPL,959,-0.00049195196718066609
2020-05-19,AMZN,605,-0.0074997235247856791
2020-05-20,AAPL,1213,-0.0012338444099421119
2020-05-20,AMZN,671,-0.010201093059424231
2020-05-21,AAPL,1122,-0.0025928483784426323
2020-05-21,AMZN,828,-0.0045460899880394139
2020-05-22,AAPL,651,0.0020364337264654566
2020-05-22,AMZN,825,-0.0087412231605226744
2020-05-23,AAPL,378,-0.005916160110506297
2020-05-23,AMZN,260,-0.0092096038218867672
2020-05-24,AAPL,257,-0.0032279267982535218
2020-05-24,AMZN,274,-0.0084436258866648281
2020-05-25,AAPL,437,-0.0013928053205107174
2020-05-25,AMZN,278,-0.0049607948028769109
2020-05-26,AAPL,638,-0.00054106774266166567
2020-05-26,AMZN,461,-0.010815133416292609
2020-05-27,AAPL,698,-0.0021434853501760449
2020-05-27,AMZN,767,0.0041469371799043421
2020-05-28,AAPL,859,0.00020137422017749032
2020-05-28,AMZN,646,-0.0026681274386728526
2020-05-29,AAPL,683,-0.00019535112479770501
2020-05-29,AMZN,629,0.0081546567929183383
2020-05-30,AAPL,411,-0.005865294619137631
2020-05-30,AMZN,224,-0.0022212086120384942
2020-05-31,AAPL,308,-0.0092291477179259358
2020-05-31,AMZN,360,-0.0082625681359888622
2020-06-01,AAPL,753,-0.015909988839609021
2020-06-01,AMZN,538,-0.015818167062695995
2020-06-02,AAPL,703,-0.0081634852686617871
2020-06-02,AMZN,407,-0.0043279670769400666
2020-06-03,AAPL,749,-0.015312138463336422
2020-06-03,AMZN,549,-0.00488849374797344
2020-06-04,AAPL,713,-0.02167281292511344
2020-06-04,AMZN,752,-0.011241860477369444
2020-06-05,AAPL,574,-0.0097785124578465242
2020-06-05,AMZN,923,-0.0088785509493054977
2020-06-06,AAPL,360,-0.017187257475581415
2020-06-06,AMZN,467,-0.0056517141849212263
2020-06-07,AAPL,274,-0.010131510760196675
2020-06-07,AMZN,271,-0.00627290141096432
2020-06-08,AAPL,574,-0.0014566426801996069
2020-06-08,AMZN,386,-0.0032015407023164148
2020-06-09,AAPL,856,0.00089900468836041577
2020-06-09,AMZN,496,-0.011117910247718179
2020-06-10,AAPL,637,-0.00013566171348745019
2020-06-10,AMZN,637,-0.010816879543880838
2020-06-11,AAPL,698,0.0022631715649260257
2020-06-11,AMZN,1754,-0.025252400908895561
2020-06-12,AAPL,751,0.0018546746557189595
2020-06-12,AMZN,767,-0.01543458733020767
2020-06-13,AAPL,387,-0.0051237856049120879
2020-06-13,AMZN,423,-0.0048318479477424169
2020-06-14,AAPL,186,-0.0076784727965570152
2020-06-14,AMZN,167,-0.010570547496939111
2020-06-15,AAPL,612,-0.01107410869763748
2020-06-15,AMZN,540,0.0036804076303565804
2020-06-16,AAPL,1469,-0.012489306072820361
2020-06-16,AMZN,581,-0.00097582801589176673
2020-06-17,AAPL,761,-0.0038363964672397553
2020-06-17,AMZN,697,-0.005079388492309914
2020-06-18,AAPL,926,-0.0043640517710577071
2020-06-18,AMZN,678,-0.0045621814617049367
2020-06-19,AAPL,1227,-0.008811734004314337
2020-06-19,AMZN,487,-0.0043675549180914579
2020-06-20,AAPL,868,-0.011656693620644358
2020-06-20,AMZN,226,-0.0017688263947484497
2020-06-21,AAPL,342,-0.0037302851691988831
2020-06-21,AMZN,206,-0.0056715359499367561
2020-06-22,AAPL,2267,0.00464346687198381
2020-06-22,AMZN,650,0.0061062459280290639
2020-06-23,AAPL,2172,0.005841851304250396
2020-06-23,AMZN,959,-0.0010151456143543834
2020-06-24,AAPL,983,0.00388054828757841
2020-06-24,AMZN,781,-0.0034492006829533114
2020-06-25,AAPL,804,0.0025855668564732409
2020-06-25,AMZN,666,0.0044936906358437143
2020-06-26,AAPL,595,-0.00026052465922081172
2020-06-26,AMZN,925,0.0074044368023939927
2020-06-27,AAPL,295,-0.0022219237818944539
2020-06-27,AMZN,374,0.00043524991429729377
2020-06-28,AAPL,239,-0.0042647942596574237
2020-06-28,AMZN,349,0.0046993657451886647
2020-06-29,AAPL,752,0.0030009689695027616
2020-06-29,AMZN,867,-0.0057312592375067719
2020-06-30,AAPL,715,-0.00064425679280022245
2020-06-30,AMZN,816,-0.0055603274723873483
2020-07-01,AAPL,788,-0.0033340150125333455
2020-07-01,AMZN,664,0.0011466662502878763
2020-07-02,AAPL,697,-0.00464137915121774
2020-07-02,AMZN,659,-0.0070528278847940074
2020-07-03,AAPL,485,-0.0027656238163243064
2020-07-03,AMZN,493,-0.0054765338014193792
2020-07-04,AAPL,257,-0.00783161554315219
2020-07-04,AMZN,261,-0.01269377183596794
2020-07-05,AAPL,202,-0.0048755165870519859
2020-07-05,AMZN,201,-0.0067906560639244438
2020-07-06,AAPL,469,-0.0021875750823829544
2020-07-06,AMZN,412,0.00046447573603236559
2020-07-07,AAPL,613,-0.0037825687055304644
2020-07-07,AMZN,676,0.0061742512777060972
2020-07-08,AAPL,742,0.00029984433781640561
2020-07-08,AMZN,827,-0.011374481722910171
2020-07-09,AAPL,685,0.0027541028978029752
2020-07-09,AMZN,930,-0.01289554077960009
2020-07-10,AAPL,756,0.00018610830438612681
2020-07-10,AMZN,1085,-0.015262162504754947
2020-07-11,AAPL,321,-0.0084414669644040253
2020-07-11,AMZN,593,-0.020789345661395266
2020-07-12,AAPL,479,-0.026103846272268926
2020-07-12,AMZN,195,-0.011211080553288079
2020-07-13,AAPL,975,-0.012968850281104395
2020-07-13,AMZN,475,-0.0035544869030005432
2020-07-14,AAPL,926,-0.0040219675969070962
2020-07-14,AMZN,640,0.0022654965158897446
2020-07-15,AAPL,2374,-0.013959083623434248
2020-07-15,AMZN,717,0.0033312386138812681
2020-07-16,AAPL,1061,-0.0091181535597806441
2020-07-16,AMZN,804,-0.0067726091686317689
2020-07-17,AAPL,746,-0.001348671002479843
2020-07-17,AMZN,656,-0.011840136389803989
2020-07-18,AAPL,362,-0.0064217886328276326
2020-07-18,AMZN,457,-0.018934513731466786
2020-07-19,AAPL,245,-0.0020712183112867747
2020-07-19,AMZN,161,-0.0099218911995966469
2020-07-20,AAPL,687,-0.0031965243318521682
2020-07-20,AMZN,581,0.013100343309571017
2020-07-21,AAPL,816,0.0061995036700451759
2020-07-21,AMZN,877,0.013996996839325
2020-07-22,AAPL,788,-0.00307671557891354
2020-07-22,AMZN,779,0.007870243747579676
2020-07-23,AAPL,757,-0.010417289568743418
2020-07-23,AMZN,673,0.0059001121074401253
2020-07-24,AAPL,740,-0.0026439587656759754
2020-07-24,AMZN,605,0.0038089919745110156
2020-07-25,AAPL,361,-0.0047578158859398843
2020-07-25,AMZN,224,-0.0066450438279196554
2020-07-26,AAPL,281,-0.010443933684878981
2020-07-26,AMZN,245,-0.0051046131640660108
2020-07-27,AAPL,561,-0.0037990081331995339
2020-07-27,AMZN,583,5.3838464316270838e-05
2020-07-28,AAPL,796,0.0032907766429735624
2020-07-28,AMZN,917,0.0081189970973322371
2020-07-29,AAPL,937,-0.0020681085436649272
2020-07-29,AMZN,1008,-0.0010806475199220686
2020-07-30,AAPL,987,-0.0089723445466689047
2020-07-30,AMZN,988,-0.0011452695400951
2020-07-31,AAPL,1371,-0.00036895698363506206
2020-07-31,AMZN,1231,0.00762629276617849
2020-08-01,AAPL,768,-0.000985677303912784
2020-08-01,AMZN,398,-0.015009577753758822
2020-08-02,AAPL,632,-0.020893519221942838
2020-08-02,AMZN,379,-0.022979556469280158
2020-08-03,AAPL,970,-0.010140654493572163
2020-08-03,AMZN,512,0.0033658509286830719
2020-08-04,AAPL,972,-0.0046612794106498873
2020-08-04,AMZN,643,0.00029956660674139391
2020-08-05,AAPL,887,0.0007630712421294475
2020-08-05,AMZN,987,0.0070946449301655928
2020-08-06,AAPL,667,-0.0030373458117059311
2020-08-06,AMZN,812,0.0041327601278532316
2020-08-07,AAPL,580,-0.00262540647163171
2020-08-07,AMZN,935,0.016344507732178114
2020-08-08,AAPL,263,-0.0043996708316184317
2020-08-08,AMZN,336,0.0071466567666285752
2020-08-09,AAPL,227,-0.0062295398834243884
2020-08-09,AMZN,217,-0.0062720380895512429
2020-08-10,AAPL,850,-0.0070088320849413365
2020-08-10,AMZN,851,-0.01059040826464693
2020-08-11,AAPL,1131,-0.004940951642818308
2020-08-11,AMZN,854,0.0015675118164799207
2020-08-12,AAPL,1102,-0.0034587158356492263
2020-08-12,AMZN,686,-0.0079354352245868068
2020-08-13,AAPL,1223,-0.0053971819966457651
2020-08-13,AMZN,536,-0.0052983254717674623
2020-08-14,AAPL,1650,-0.01393768448491095
2020-08-14,AMZN,677,-0.0064158679015392794
2020-08-15,AAPL,480,-0.01324272436572637
2020-08-15,AMZN,212,-0.010710976649513849
2020-08-16,AAPL,228,-0.0072728575975167164
2020-08-16,AMZN,207,-0.0042650477837954809
2020-08-17,AAPL,822,0.00015412776019300525
2020-08-17,AMZN,631,-0.012306190595268645
2020-08-18,AAPL,1208,0.0071052736312231775
2020-08-18,AMZN,759,0.0010357467918328481
2020-08-19,AAPL,2005,0.0012370772222456022
2020-08-19,AMZN,949,0.0050687296958369585
2020-08-20,AAPL,1316,0.0025012536660680876
2020-08-20,AMZN,595,0.0010361631100713
2020-08-21,AAPL,908,-0.0064404696263669434
2020-08-21,AMZN,715,0.011210787386861369
2020-08-22,AAPL,564,-0.0043218879300460176
2020-08-22,AMZN,252,-0.0037042134083939953
2020-08-23,AAPL,397,-0.008023258458460171
2020-08-23,AMZN,182,-0.0032298224624625707
2020-08-24,AAPL,1145,-0.006880307099874838
2020-08-24,AMZN,642,0.01166442963055569
2020-08-25,AAPL,1209,-0.0050434489774609558
2020-08-25,AMZN,419,0.004092845998407476
2020-08-26,AAPL,941,-0.0010754030694405451
2020-08-26,AMZN,563,-0.0062264078106772629
2020-08-27,AAPL,788,-0.0011426535764444985
2020-08-27,AMZN,1001,0.0012712167642168228
2020-08-28,AAPL,885,-0.011982846896949957
2020-08-28,AMZN,1009,-0.0016974923757403853
2020-08-29,AAPL,459,-0.013875998483671595
2020-08-29,AMZN,375,-0.011605973570099636
2020-08-30,AAPL,254,-0.0027673101003947652
2020-08-30,AMZN,288,-0.021028309300628583
2020-08-31,AAPL,712,0.0016397582933862487
2020-08-31,AMZN,1007,-0.00056767061886461943
2020-09-01,AAPL,1117,0.0016658211862495996
2020-09-01,AMZN,1305,0.0018437511394213118
2020-09-02,AAPL,1091,-0.0019668165207781751
2020-09-02,AMZN,949,0.0021255423362665634
2020-09-03,AAPL,802,-0.0012502937978822891
2020-09-03,AMZN,989,0.0018275470650044689
2020-09-04,AAPL,876,-0.0074829041951156479
2020-09-04,AMZN,723,-0.00099290451374538929
2020-09-05,AAPL,262,-0.011040435917942669
2020-09-05,AMZN,427,-0.010419874125418085
2020-09-06,AAPL,192,-0.00438318852818984
2020-09-06,AMZN,384,-0.017458756102287018
2020-09-07,AAPL,623,-0.013600974728009604
2020-09-07,AMZN,595,-0.00956811916539534
2020-09-08,AAPL,1187,0.0021621888097971284
2020-09-08,AMZN,563,-0.00098197627854086883
2020-09-09,AAPL,1008,-0.00107371715214528
2020-09-09,AMZN,709,0.0021636393716973116
2020-09-10,AAPL,854,-0.0010837642828134925
2020-09-10,AMZN,1007,-0.00701469420426184
2020-09-11,AAPL,806,-0.001872476930350162
2020-09-11,AMZN,890,-0.014614186888928491
2020-09-12,AAPL,426,0.00186921512068769
2020-09-12,AMZN,320,-0.010848502382142767
2020-09-13,AAPL,307,0.000784109072424687
2020-09-13,AMZN,204,-0.013791603750295763
2020-09-14,AAPL,710,0.001249585719520393
2020-09-14,AMZN,909,0.0052239246260420841
2020-09-15,AAPL,2893,0.010262871559397582
2020-09-15,AMZN,777,0.011294569202478139
2020-09-16,AAPL,2000,0.00839371957350419
2020-09-16,AMZN,749,0.0052561411219168332
2020-09-17,AAPL,870,0.0059163728431418979
2020-09-17,AMZN,652,0.003311002931781415
2020-09-18,AAPL,1023,0.0035904010365250569
2020-09-18,AMZN,650,0.00952549853565422
2020-09-19,AAPL,414,0.0043871615076152282
2020-09-19,AMZN,553,-0.0027965892613597107
2020-09-20,AAPL,297,0.0036418084006281386
2020-09-20,AMZN,303,-0.0067387117478577389
2020-09-21,AAPL,536,0.0068657425316443043
2020-09-21,AMZN,551,-0.0019453259113997286
2020-09-22,AAPL,783,0.0065013312602599455
2020-09-22,AMZN,630,-0.001408745594097757
2020-09-23,AAPL,890,0.0064428964017357255
2020-09-23,AMZN,780,0.00245735953469023
2020-09-24,AAPL,737,0.00081907994688866883
2020-09-24,AMZN,1056,0.0080808232955449
2020-09-25,AAPL,942,-0.0029930892676131079
2020-09-25,AMZN,947,0.0036862066790887696
2020-09-26,AAPL,903,-0.025264721032305315
2020-09-26,AMZN,289,0.0025295407571867662
2020-09-27,AAPL,1045,-0.030066590862063973
2020-09-27,AMZN,217,-0.0069341779349301547
2020-09-28,AAPL,1070,0.021189014148578468
2020-09-28,AMZN,1451,0.0058799759471697462
2020-09-29,AAPL,812,-0.009344230437968469
2020-09-29,AMZN,1062,0.009422854926025799
2020-09-30,AAPL,640,-0.0093411266251193677
2020-09-30,AMZN,1078,-0.0068264396994094272
2020-10-01,AAPL,581,-0.00031124343139372809
2020-10-01,AMZN,923,0.00055417113032287717
2020-10-02,AAPL,604,0.002903837003078392
2020-10-02,AMZN,1095,-0.013031930981169764
2020-10-03,AAPL,227,-0.0014663622783477285
2020-10-03,AMZN,193,-0.00027207684036046069
2020-10-04,AAPL,205,-0.00051314510497779621
2020-10-04,AMZN,160,0.0080123975461907967
2020-10-05,AAPL,604,0.0029089794936078927
2020-10-05,AMZN,425,0.0045202557194097626
2020-10-06,AAPL,911,-0.0010213431553240144
2020-10-06,AMZN,691,0.019605987991000842
2020-10-07,AAPL,865,0.0040184098251852228
2020-10-07,AMZN,662,0.0074451653573240715
2020-10-08,AAPL,598,-0.00043281044234783864
2020-10-08,AMZN,591,0.010187089647519031
2020-10-09,AAPL,327,-0.0049520923752351632
2020-10-09,AMZN,375,-0.00027845431500968893
2020-10-10,AAPL,527,-0.0040150823637713556
2020-10-10,AMZN,310,0.00244162010610273
2020-10-11,AAPL,347,0.000494423049466523
2020-10-11,AMZN,274,0.006818840656222804
