,date,net_sentiment,stock_name,sofr_rate,NewsCount,NewsTone,unemployment,Fed_Rate,RiskAppetite,Open,High,Low,Close,Volume,FOMC,Log_Volume,Intraday_Range,Close_Lag1,Log_Return,Log_Buzz,Sentiment_Lag1,Log_Buzz_Lag1,Volatility_Lag1,Return_Abs_Lag1
688,2021-11-09,0.698005698005698,AAPL,0.05,706.0,0.001968632885362,6751.0,0.25,0.15499999999999997,150.2,151.43,150.06,150.81,56787900.0,0,17.854833850438027,0.009121171770364799,150.44,0.0024564327704580274,6.561030665896573,0.6375,6.163314804034641,0.009312462848602284,0.00556809074806643
689,2021-11-10,0.3902439024390244,AAPL,0.05,1013.0,0.0015628938453392,6751.0,0.25,0.15499999999999997,150.02,150.13,147.85,147.92,65187100.0,0,17.992772169901166,0.015197973602506474,150.81,-0.01934917929372427,6.921658184151129,0.698005698005698,6.561030665896573,0.009121171770364799,0.0024564327704580274
690,2021-11-11,0.5692307692307692,AAPL,0.05,640.0,0.004644404093381,6751.0,0.25,0.24,148.96,149.43,147.68,147.87,41000000.0,0,17.529082649058825,0.011748120299963203,147.92,-0.0003380776934732148,6.46302945692067,0.3902439024390244,6.921658184151129,0.015197973602506474,0.01934917929372427
691,2021-11-12,0.7577464788732394,AAPL,0.05,523.0,-0.0004656520856187,6751.0,0.25,0.24,148.43,150.4,147.48,149.99,63804000.0,0,17.971326457947473,0.019672572928675403,147.87,0.014235115821872129,6.261491684321042,0.5692307692307692,6.46302945692067,0.011748120299963203,0.0003380776934732148
694,2021-11-15,0.7628458498023716,AAPL,0.05,541.0,-0.000717599054557,6751.0,0.25,0.24,150.37,151.88,149.43,150.0,59222800.0,0,17.896817177729258,0.016293143578087765,149.99,6.666888898768905e-05,6.295266001439646,0.7577464788732394,6.261491684321042,0.019672572928675403,0.014235115821872129
695,2021-11-16,0.7698209718670077,AAPL,0.05,521.0,0.0003865035799668,6751.0,0.25,0.24,149.94,151.49,149.34,151.0,59256200.0,0,17.897380990731072,0.014339068959961418,150.0,0.006644542718668511,6.257667587882639,0.7628458498023716,6.295266001439646,0.016293143578087765,6.666888898768905e-05
696,2021-11-17,0.8273155416012559,AAPL,0.05,1159.0,0.0051026812745081,6751.0,0.25,0.24,151.0,155.0,150.99,153.49,88807000.0,0,18.301976044944773,0.02655629138896972,151.0,0.016355581510392483,7.05617528410041,0.7698209718670077,6.257667587882639,0.014339068959961418,0.006644542718668511
697,2021-11-18,0.7065491183879093,AAPL,0.05,1104.0,0.0047500043750702,6751.0,0.25,0.11610000000000004,153.71,158.67,153.05,157.87,137827700.0,0,18.741514919563432,0.036562357684173784,153.49,0.028136491218318724,7.007600613951853,0.8273155416012559,7.05617528410041,0.02655629138896972,0.016355581510392483
698,2021-11-19,0.7162471395881007,AAPL,0.05,761.0,0.0040945651035238,6751.0,0.25,0.11610000000000004,157.65,161.02,156.53,160.55,117305600.0,0,18.580293061844355,0.02848081192334412,157.87,0.016833510991887547,6.635946555686647,0.7065491183879093,7.007600613951853,0.036562357684173784,0.028136491218318724
701,2021-11-22,0.6846388606307223,AAPL,0.05,684.0,0.0194038570573575,6751.0,0.25,0.11610000000000004,161.68,165.7,161.0,161.02,117467900.0,0,18.581675671248497,0.02906976744006241,160.55,0.002923160336311747,6.529418838262226,0.7162471395881007,6.635946555686647,0.02848081192334412,0.016833510991887547
702,2021-11-23,0.5396618985695709,AAPL,0.05,1296.0,-0.0062645783724223,6751.0,0.25,0.11610000000000004,161.12,161.8,159.06,161.41,96041900.0,0,18.38029512295733,0.017005958290900878,161.02,0.0024191309133534673,7.167809184316444,0.6846388606307223,6.529418838262226,0.02906976744006241,0.002923160336311747
703,2021-11-24,0.7651991614255765,AAPL,0.05,1108.0,-0.0143213061334192,6751.0,0.25,-0.019000000000000017,160.75,162.14,159.64,161.94,69463600.0,0,18.056313446723628,0.015552099532469542,161.41,0.0032781844727800494,7.011213987350367,0.5396618985695709,7.167809184316444,0.017005958290900878,0.0024191309133534673
705,2021-11-26,0.6007194244604317,AAPL,0.05,740.0,0.000766259946877,6751.0,0.25,-0.019000000000000017,159.57,160.45,156.36,156.81,76959800.0,0,18.158793778559545,0.0256313843438219,161.94,-0.032191014865028136,6.608000625296087,0.7651991614255765,7.011213987350367,0.015552099532469542,0.0032781844727800494
708,2021-11-29,0.8256880733944955,AAPL,0.05,486.0,0.003299450689869,6751.0,0.25,-0.019000000000000017,159.37,161.19,158.79,160.24,88748200.0,0,18.301313715691816,0.01505929597696814,156.81,0.021637809964622775,6.18826412308259,0.6007194244604317,6.608000625296087,0.0256313843438219,0.032191014865028136
709,2021-11-30,0.6372980910425844,AAPL,0.05,708.0,0.0203224880446876,6751.0,0.25,-0.019000000000000017,159.99,165.52,159.92,165.3,174048100.0,0,18.974842261504342,0.03500218763453966,160.24,0.031089313469415767,6.5638555265321274,0.8256880733944955,6.18826412308259,0.01505929597696814,0.021637809964622775
710,2021-12-01,0.48086734693877553,AAPL,0.05,561.0,0.0051067400723628,6398.0,0.25,-0.019000000000000017,167.48,170.3,164.53,164.77,152052500.0,0,18.83973642048904,0.03445187484867143,165.3,-0.0032114427576384165,6.331501849893691,0.6372980910425844,6.5638555265321274,0.03500218763453966,0.031089313469415767
711,2021-12-02,0.40674466620784583,AAPL,0.05,806.0,-0.0014239069615526,6398.0,0.25,-0.15710000000000002,158.74,164.2,157.8,163.76,136739200.0,0,18.733586027226767,0.040317500312440475,164.77,-0.006148620716306082,6.693323668269949,0.48086734693877553,6.331501849893691,0.03445187484867143,0.0032114427576384165
712,2021-12-03,0.4411302982731554,AAPL,0.05,704.0,0.0111611484165916,6398.0,0.25,-0.15710000000000002,164.02,164.96,159.72,161.84,118023100.0,0,18.5863909344557,0.03194732349518678,163.76,-0.01179374849354395,6.558197802812269,0.40674466620784583,6.693323668269949,0.040317500312440475,0.006148620716306082
715,2021-12-06,0.6027164685908319,AAPL,0.05,597.0,0.0024345516851053,6398.0,0.25,-0.15710000000000002,164.29,167.88,164.28,165.32,107497000.0,0,18.492973507468427,0.02191247184722667,161.84,0.02127479678404161,6.393590753950631,0.4411302982731554,6.558197802812269,0.03194732349518678,0.01179374849354395
716,2021-12-07,0.6726144297905353,AAPL,0.05,596.0,0.0037712117310696,6398.0,0.25,-0.15710000000000002,169.08,171.58,168.34,171.18,120405400.0,0,18.606374948636855,0.01916252661348701,165.32,0.03483264480993215,6.391917113392602,0.6027164685908319,6.393590753950631,0.02191247184722667,0.02127479678404161
717,2021-12-08,0.4744760881246642,AAPL,0.05,792.0,0.0021242656926495,6398.0,0.25,-0.15710000000000002,172.13,175.96,170.7,175.08,116998900.0,0,18.57767509955552,0.030558298958313114,171.18,0.022527377869230893,6.675823221634848,0.6726144297905353,6.391917113392602,0.01916252661348701,0.03483264480993215
718,2021-12-09,0.1614550095724314,AAPL,0.05,847.0,-0.0010052242131858,6398.0,0.25,-0.008000000000000007,174.91,176.75,173.92,174.56,108923700.0,0,18.506158204259762,0.01617974958457615,175.08,-0.0029744902379339366,6.742880635791903,0.4744760881246642,6.675823221634848,0.030558298958313114,0.022527377869230893
719,2021-12-10,0.33239700374531833,AAPL,0.05,562.0,0.0020194402113605,6398.0,0.25,-0.008000000000000007,175.21,179.63,174.69,179.45,115402700.0,0,18.563938317310296,0.02819473774167028,174.56,0.027628095508855456,6.333279628139691,0.1614550095724314,6.742880635791903,0.01617974958457615,0.0029744902379339366
722,2021-12-13,0.07829977628635347,AAPL,0.05,644.0,0.0041059694174004,6398.0,0.25,-0.008000000000000007,181.12,182.13,175.53,175.74,153237000.0,0,18.84749630699702,0.03643992932660995,179.45,-0.02089098752591904,6.4692503167957724,0.33239700374531833,6.333279628139691,0.02819473774167028,0.027628095508855456
723,2021-12-14,0.0528,AAPL,0.05,877.0,0.0016411332975435,6398.0,0.25,-0.008000000000000007,175.25,177.74,172.21,174.33,139380400.0,1,18.75271745099734,0.03155492153885565,175.74,-0.008055575312573202,6.777646593635117,0.07829977628635347,6.4692503167957724,0.03643992932660995,0.02089098752591904
724,2021-12-15,0.5597592433361995,AAPL,0.05,648.0,-0.003447580548268,6398.0,0.25,-0.008000000000000007,175.11,179.5,172.31,179.3,131063300.0,1,18.69119097819572,0.041059905200099354,174.33,0.028110325855963285,6.47543271670409,0.0528,6.777646593635117,0.03155492153885565,0.008055575312573202
725,2021-12-16,0.4504579517069109,AAPL,0.05,701.0,-0.0037073222977212,6398.0,0.25,-0.14080000000000004,179.28,181.14,170.75,172.26,150185800.0,0,18.827383758870965,0.057954038372492446,179.3,-0.04005541725005972,6.553933404025811,0.5597592433361995,6.47543271670409,0.041059905200099354,0.028110325855963285
726,2021-12-17,0.4891994917407878,AAPL,0.05,531.0,-0.0053579249757467,6398.0,0.25,-0.14080000000000004,169.93,173.47,169.69,171.14,195432700.0,0,19.090726637716156,0.022244453597231543,172.26,-0.006523028371118828,6.2766434893416445,0.4504579517069109,6.553933404025811,0.057954038372492446,0.04005541725005972
729,2021-12-20,0.5220338983050847,AAPL,0.04,492.0,0.0003726486926225,6398.0,0.25,-0.14080000000000004,168.28,170.58,167.46,169.75,107499100.0,0,18.492993042706324,0.01854052769084026,171.14,-0.008155168551103186,6.20050917404269,0.4891994917407878,6.2766434893416445,0.022244453597231543,0.006523028371118828
730,2021-12-21,0.7569786535303776,AAPL,0.05,541.0,0.0050569791808403,6398.0,0.25,-0.14080000000000004,171.56,173.2,169.12,172.99,91185900.0,0,18.328410848795382,0.023781767310341373,169.75,0.018907022920080604,6.295266001439646,0.5220338983050847,6.20050917404269,0.01854052769084026,0.008155168551103186
731,2021-12-22,0.8402777777777778,AAPL,0.05,387.0,-0.0006908693073609,6398.0,0.25,-0.14080000000000004,173.04,175.86,172.15,175.64,92135300.0,0,18.338768717691007,0.021440129448599205,172.99,0.015202656334630518,5.961005339623274,0.7569786535303776,6.295266001439646,0.023781767310341373,0.018907022920080604
732,2021-12-23,0.7668711656441718,AAPL,0.05,496.0,-0.0020129824113847,6398.0,0.25,-0.04299999999999998,175.85,176.85,175.27,176.28,68356600.0,0,18.040248692915796,0.008984930337845521,175.64,0.00363719428026961,6.208590026096629,0.8402777777777778,5.961005339623274,0.021440129448599205,0.015202656334630518
736,2021-12-27,0.8627145085803433,AAPL,0.05,341.0,0.0012552391668968,6398.0,0.25,-0.04299999999999998,177.09,180.42,177.07,180.33,74919600.0,0,18.131926109845253,0.01891693489079465,176.28,0.022714865745394237,5.834810737062605,0.7668711656441718,6.208590026096629,0.008984930337845521,0.00363719428026961
737,2021-12-28,0.6683417085427136,AAPL,0.05,615.0,-0.0060209455866774,6398.0,0.25,-0.04299999999999998,180.16,181.33,178.53,179.29,79144300.0,0,18.18678333917214,0.015541740674092995,180.33,-0.005783899111844556,6.423246963533519,0.8627145085803433,5.834810737062605,0.01891693489079465,0.022714865745394237
738,2021-12-29,0.4847775175644028,AAPL,0.05,509.0,-0.0010464628316563,6398.0,0.25,-0.04299999999999998,179.33,180.63,178.14,179.38,62348900.0,0,17.948256603631847,0.013885016449345668,179.29,0.0005018540825211335,6.234410725718371,0.6683417085427136,6.423246963533519,0.015541740674092995,0.005783899111844556
739,2021-12-30,0.5021645021645021,AAPL,0.05,431.0,0.0046301177282209,6398.0,0.25,0.07119999999999999,179.47,180.57,178.09,178.2,59773000.0,0,17.90606462867502,0.013818465480926087,179.38,-0.006599945653148106,6.068425588244111,0.4847775175644028,6.234410725718371,0.013885016449345668,0.0005018540825211335
740,2021-12-31,0.4840764331210191,AAPL,0.05,290.0,-0.0057173704001792,6398.0,0.25,0.07119999999999999,178.09,179.23,177.26,177.57,64062300.0,0,17.975366620950712,0.011061822673307768,178.2,-0.0035416176659655413,5.673323267171493,0.5021645021645021,6.068425588244111,0.013818465480926087,0.006599945653148106
743,2022-01-03,0.5730337078651685,AAPL,0.05,848.0,0.0064478692276822,6512.0,0.25,0.07119999999999999,177.83,182.88,177.71,182.01,104487900.0,0,18.464581842761824,0.029072709889834448,177.57,0.024696733251572688,6.744059186311348,0.4840764331210191,5.673323267171493,0.011061822673307768,0.0035416176659655413
744,2022-01-04,0.1817116060961313,AAPL,0.05,1282.0,0.0063471128449148,6512.0,0.25,0.07119999999999999,182.63,182.94,179.12,179.7,99310400.0,0,18.41376086673263,0.020916607347044994,182.01,-0.01277283683280277,7.1569563646156364,0.5730337078651685,6.744059186311348,0.029072709889834448,0.024696733251572688
745,2022-01-05,0.3590733590733591,AAPL,0.05,558.0,0.0008334269677677,6512.0,0.25,0.07119999999999999,179.61,180.17,174.64,174.92,94537600.0,0,18.36450820750497,0.030788931572251606,179.7,-0.026960067244793544,6.326149473155099,0.1817116060961313,7.1569563646156364,0.020916607347044994,0.01277283683280277
746,2022-01-06,0.5327868852459017,AAPL,0.05,456.0,0.0003807693237024,6512.0,0.25,-0.005699999999999983,172.7,175.3,171.64,172.0,96904000.0,0,18.389231365998267,0.021192819917707568,174.92,-0.016834249731266782,6.124683390894205,0.3590733590733591,6.326149473155099,0.030788931572251606,0.026960067244793544
747,2022-01-07,0.5949367088607594,AAPL,0.05,803.0,0.006212366404592,6512.0,0.25,-0.005699999999999983,172.89,174.14,171.03,172.17,86709100.0,0,18.27806940740662,0.017988316269420452,172.0,0.000987883974927863,6.6895992691789665,0.5327868852459017,6.124683390894205,0.021192819917707568,0.016834249731266782
750,2022-01-10,0.5217391304347826,AAPL,0.05,595.0,0.0032227111794425,6512.0,0.25,-0.005699999999999983,169.08,172.5,168.17,172.19,106765600.0,0,18.4861463445939,0.025609179085308256,172.17,0.00011615750971362804,6.39024066706535,0.5949367088607594,6.6895992691789665,0.017988316269420452,0.000987883974927863
751,2022-01-11,0.5944540727902946,AAPL,0.05,841.0,0.0025383815042092,6512.0,0.25,-0.005699999999999983,172.32,175.18,170.82,175.08,76138300.0,0,18.14806199451153,0.025301764158234655,172.19,0.016644494024600158,6.7357800142423265,0.5217391304347826,6.39024066706535,0.025609179085308256,0.00011615750971362804
752,2022-01-12,0.5704697986577181,AAPL,0.05,579.0,0.0033737593385931,6512.0,0.25,-0.005699999999999983,176.12,177.18,174.82,175.53,74805200.0,0,18.130397972613025,0.013399954575664398,175.08,0.002566956145559744,6.363028103540465,0.5944540727902946,6.7357800142423265,0.025301764158234655,0.016644494024600158
753,2022-01-13,0.2722772277227723,AAPL,0.05,622.0,-0.0031358733029531,6512.0,0.25,-0.13380000000000003,175.78,176.62,171.79,172.19,84505800.0,0,18.25233074085861,0.02747752872753008,175.53,-0.01921145017015996,6.434546518787453,0.5704697986577181,6.363028103540465,0.013399954575664398,0.002566956145559744
754,2022-01-14,0.29933481152993346,AAPL,0.05,465.0,-0.0012904397584036,6512.0,0.25,-0.13380000000000003,171.34,173.78,171.09,173.07,80440800.0,0,18.20303208055162,0.015699778217830043,172.19,0.005097618638813136,6.144185634125646,0.2722772277227723,6.434546518787453,0.02747752872753008,0.01921145017015996
758,2022-01-18,0.3798449612403101,AAPL,0.05,633.0,-0.0006357687980663,6512.0,0.25,-0.13380000000000003,171.51,172.54,169.41,169.8,90956700.0,0,18.325894138059297,0.018249664741516524,173.07,-0.019074863059660753,6.452048954437226,0.29933481152993346,6.144185634125646,0.015699778217830043,0.005097618638813136
759,2022-01-19,0.5613207547169812,AAPL,0.05,634.0,-0.0009836880911133,6512.0,0.25,-0.13380000000000003,170.0,171.08,165.94,166.23,94815000.0,0,18.3674381931035,0.0302352941158686,169.8,-0.021248902329879072,6.453624998892692,0.3798449612403101,6.452048954437226,0.018249664741516524,0.019074863059660753
760,2022-01-20,0.2768729641693811,AAPL,0.04,593.0,-0.0002803092319254,6512.0,0.25,-0.2576,166.98,169.68,164.18,164.51,91420500.0,0,18.330980311054127,0.03293807641436471,166.23,-0.010401012916038935,6.386879319362645,0.5613207547169812,6.453624998892692,0.0302352941158686,0.021248902329879072
761,2022-01-21,0.34133790737564323,AAPL,0.05,532.0,0.0044625961801491,6512.0,0.25,-0.2576,164.42,166.33,162.3,162.41,122848900.0,0,18.6264657110225,0.024510400193132813,164.51,-0.012847356444817501,6.278521424165844,0.2768729641693811,6.386879319362645,0.03293807641436471,0.010401012916038935
764,2022-01-24,0.33964817320703655,AAPL,0.04,576.0,0.0030130572538035,6512.0,0.25,-0.2576,160.02,162.3,154.7,161.62,162294600.0,0,18.904923766373898,0.04749406323912687,162.41,-0.004876101381209836,6.3578422665081,0.34133790737564323,6.278521424165844,0.024510400193132813,0.012847356444817501
765,2022-01-25,0.2740112994350282,AAPL,0.05,584.0,0.0002998916448945,6512.0,0.25,-0.2576,158.98,162.76,157.02,159.78,115798400.0,1,18.56736131471768,0.036105170459422124,161.62,-0.011450031751405689,6.371611847231857,0.33964817320703655,6.3578422665081,0.04749406323912687,0.004876101381209836
766,2022-01-26,0.3916256157635468,AAPL,0.04,795.0,-0.013245398135978,6512.0,0.25,-0.2576,163.5,164.39,157.82,159.69,108275300.0,1,18.50018762501954,0.04018348623607436,159.78,-0.0005634332011201637,6.679599185844383,0.2740112994350282,6.371611847231857,0.036105170459422124,0.011450031751405689
767,2022-01-27,0.2955715756951596,AAPL,0.04,946.0,-0.0023567250640609,6512.0,0.25,-0.298,162.45,163.84,158.28,159.22,121954600.0,0,18.619159410491783,0.03422591566425204,159.69,-0.0029475421923435903,6.853299093186078,0.3916256157635468,6.679599185844383,0.04018348623607436,0.0005634332011201637
768,2022-01-28,0.3707191780821918,AAPL,0.05,1408.0,0.0019119540479486,6512.0,0.25,-0.298,165.71,170.35,162.8,170.33,179935700.0,0,19.008110128370745,0.04556152314009032,159.22,0.06745083821205389,7.25063551189868,0.2955715756951596,6.853299093186078,0.03422591566425204,0.0029475421923435903
771,2022-01-31,0.4738562091503268,AAPL,0.05,487.0,0.0026845697501705,6512.0,0.25,-0.298,170.16,175.0,169.51,174.78,115541600.0,0,18.565141204894406,0.03226375176115051,170.33,0.025790308326912197,6.1903154058531475,0.3707191780821918,7.25063551189868,0.04556152314009032,0.06745083821205389
772,2022-02-01,0.586073500967118,AAPL,0.05,466.0,0.0004577767303687,6301.0,0.25,-0.298,174.01,174.84,172.31,174.61,86213900.0,0,18.27234198713336,0.014539394286849073,174.78,-0.0009731246653620436,6.1463292576688975,0.4738562091503268,6.1903154058531475,0.03226375176115051,0.025790308326912197
773,2022-02-02,0.611336032388664,AAPL,0.05,521.0,-0.0019481036482772,6301.0,0.25,-0.298,174.75,175.88,173.33,175.84,84914300.0,0,18.257153082325953,0.014592274677276452,174.61,0.007019575121275115,6.257667587882639,0.586073500967118,6.1463292576688975,0.014539394286849073,0.0009731246653620436
774,2022-02-03,0.3069620253164557,AAPL,0.05,559.0,-0.0017313919826109,6301.0,0.25,-0.17170000000000002,174.48,176.24,172.12,172.9,89418100.0,0,18.30883369168484,0.023613021548394512,175.84,-0.01686109796606644,6.327936783729195,0.611336032388664,6.257667587882639,0.014592274677276452,0.007019575121275115
775,2022-02-04,0.45219638242894056,AAPL,0.05,661.0,-0.0048789223005768,6301.0,0.25,-0.17170000000000002,171.68,174.1,170.68,172.39,82465400.0,0,18.227889381521578,0.019920782850656918,172.9,-0.002954040782357686,6.495265555937008,0.3069620253164557,6.327936783729195,0.023613021548394512,0.01686109796606644
779,2022-02-07,0.45454545454545453,AAPL,0.05,529.0,0.0010676427232005,6301.0,0.25,-0.17170000000000002,172.86,173.95,170.95,171.66,77251200.0,0,18.162573020546844,0.017355085038912695,172.39,-0.004243575616813313,6.272877006546167,0.45219638242894056,6.495265555937008,0.019920782850656918,0.002954040782357686
780,2022-02-08,0.6240208877284595,AAPL,0.05,735.0,0.0121625727908218,6301.0,0.25,-0.17170000000000002,171.73,175.35,171.43,174.83,74829200.0,0,18.13071875446379,0.02282653001672231,171.66,0.018298296919483707,6.601230118728877,0.45454545454545453,6.272877006546167,0.017355085038912695,0.004243575616813313
781,2022-02-09,0.5847255369928401,AAPL,0.04,662.0,0.0082679990474201,6301.0,0.25,-0.17170000000000002,176.05,176.65,174.9,176.28,71285000.0,0,18.082196498598396,0.00994035785231807,174.83,0.008259566764228612,6.4967749901858625,0.6240208877284595,6.601230118728877,0.02282653001672231,0.018298296919483707
782,2022-02-10,0.2543103448275862,AAPL,0.05,633.0,-0.0018701534764429,6301.0,0.25,-0.11110000000000003,174.14,175.48,171.55,172.12,90865900.0,0,18.324895362257504,0.022568048695155038,176.28,-0.02388173200338736,6.452048954437226,0.5847255369928401,6.4967749901858625,0.00994035785231807,0.008259566764228612
783,2022-02-11,0.2233502538071066,AAPL,0.05,590.0,-0.0080408432332468,6301.0,0.25,-0.11110000000000003,172.33,173.08,168.04,168.64,98670700.0,0,18.407298611297826,0.02924621365814169,172.12,-0.02042564261740149,6.3818160174060985,0.2543103448275862,6.452048954437226,0.022568048695155038,0.02388173200338736
786,2022-02-14,0.25663716814159293,AAPL,0.05,633.0,-0.0041055978417309,6301.0,0.25,-0.11110000000000003,167.37,169.58,166.56,168.88,86185500.0,0,18.272012519630255,0.018043854931108154,168.64,0.0014221381870677026,6.452048954437226,0.2233502538071066,6.3818160174060985,0.02924621365814169,0.02042564261740149
787,2022-02-15,0.38341968911917096,AAPL,0.05,594.0,0.008204675809731,6301.0,0.25,-0.11110000000000003,170.97,172.95,170.25,172.79,62527400.0,0,17.951115434630417,0.015792244252454034,168.88,0.022888580784965116,6.38856140554563,0.25663716814159293,6.452048954437226,0.018043854931108154,0.0014221381870677026
788,2022-02-16,0.31336405529953915,AAPL,0.05,432.0,0.002370889852421,6301.0,0.25,-0.11110000000000003,171.85,173.34,170.05,172.55,61177400.0,0,17.929288414581674,0.019144602850209753,172.79,-0.0013899347810178981,6.07073772800249,0.38341968911917096,6.38856140554563,0.015792244252454034,0.022888580784965116
789,2022-02-17,0.1008174386920981,AAPL,0.05,498.0,-0.000357486669272,6301.0,0.25,-0.23939999999999995,171.03,171.91,168.47,168.88,69589300.0,0,18.058121392223956,0.0201134303911528,172.55,-0.021498646003947346,6.212606095751519,0.31336405529953915,6.07073772800249,0.019144602850209753,0.0013899347810178981
790,2022-02-18,0.08582089552238806,AAPL,0.05,515.0,0.0006155361309744,6301.0,0.25,-0.23939999999999995,169.82,170.54,166.19,167.3,82772700.0,0,18.231608866925498,0.025615357435778124,168.88,-0.009399795547286824,6.246106765481563,0.1008174386920981,6.212606095751519,0.0201134303911528,0.021498646003947346
794,2022-02-22,0.3547008547008547,AAPL,0.05,974.0,-0.012197414357301,6301.0,0.25,-0.23939999999999995,164.98,166.69,162.15,164.32,91162800.0,0,18.32815748806542,0.027518487087676125,167.3,-0.01797286181253025,6.882437470997847,0.08582089552238806,6.246106765481563,0.025615357435778124,0.009399795547286824
795,2022-02-23,0.2079207920792079,AAPL,0.05,854.0,-0.0216543423542014,6301.0,0.25,-0.23939999999999995,165.54,166.15,159.75,160.07,90009200.0,0,18.315422456402402,0.03866135072860573,164.32,-0.026204526621641896,6.75110146893676,0.3547008547008547,6.882437470997847,0.027518487087676125,0.01797286181253025
796,2022-02-24,0.3028169014084507,AAPL,0.05,480.0,-0.0069217449868901,6301.0,0.25,-0.30280000000000007,152.58,162.85,152.0,162.74,141147500.0,0,18.76531600793744,0.07111023724792824,160.07,0.01654261570990522,6.175867270105761,0.2079207920792079,6.75110146893676,0.03866135072860573,0.026204526621641896
797,2022-02-25,0.4306049822064057,AAPL,0.05,467.0,-0.0062559656567625,6301.0,0.25,-0.30280000000000007,163.84,165.12,160.87,164.85,91974200.0,0,18.337018671774132,0.02593994140466675,162.74,0.012882134249228717,6.148468295917647,0.3028169014084507,6.175867270105761,0.07111023724792824,0.01654261570990522
963,2020-01-02,0.9346642468239564,AMZN,1.54,484.0,-0.0059553827826964,5869.0,1.75,0.15339999999999998,93.75,94.9,93.21,94.9,80580000.0,0,18.204761050137503,0.01802666666474395,,,6.184148890937483,,,,
964,2020-01-03,0.6551724137931034,AMZN,1.55,453.0,-0.0075729608402801,5869.0,1.75,0.15339999999999998,93.22,94.31,93.22,93.75,75288000.0,0,18.13683133080309,0.01169276979063587,94.9,-0.01219204076536206,6.118097198041348,0.9346642468239564,6.184148890937483,0.01802666666474395,
967,2020-01-06,0.8421052631578947,AMZN,1.55,715.0,0.0080091245453619,5869.0,1.75,0.15339999999999998,93.0,95.18,93.0,95.14,81236000.0,0,18.21286906894495,0.023440860212533315,93.75,0.014717826153615323,6.573680166960646,0.6551724137931034,6.118097198041348,0.01169276979063587,0.01219204076536206
968,2020-01-07,0.8314606741573034,AMZN,1.56,545.0,0.0055555096517802,5869.0,1.75,0.15339999999999998,95.22,95.69,94.6,95.34,80898000.0,0,18.208699672205512,0.011447174962040872,95.14,0.002099958772544234,6.302618975744905,0.8421052631578947,6.573680166960646,0.023440860212533315,0.014717826153615323
969,2020-01-08,0.7361111111111112,AMZN,1.55,546.0,0.0045240953289701,5869.0,1.75,0.15339999999999998,94.9,95.55,94.32,94.6,70160000.0,0,18.066288920281337,0.012961011589782865,95.34,-0.007791973718847128,6.304448802421981,0.8314606741573034,6.302618975744905,0.011447174962040872,0.002099958772544234
970,2020-01-09,0.7477477477477478,AMZN,1.55,581.0,-0.0029646146401378,5869.0,1.75,0.031799999999999995,95.49,95.89,94.79,95.05,63346000.0,0,17.964122337245634,0.011519530839719334,94.6,0.004745592876605684,6.366470447731438,0.7361111111111112,6.304448802421981,0.012961011589782865,0.007791973718847128
971,2020-01-10,0.739612188365651,AMZN,1.55,511.0,0.0013505416068033,5869.0,1.75,0.031799999999999995,95.27,95.35,94.0,94.16,57074000.0,0,17.8598592469418,0.014170252963769203,95.05,-0.009407605982416894,6.238324625039508,0.7477477477477478,6.366470447731438,0.011519530839719334,0.004745592876605684
974,2020-01-13,0.6213592233009708,AMZN,1.54,639.0,-0.0046183439475473,5869.0,1.75,0.031799999999999995,94.57,94.9,94.04,94.57,55616000.0,0,17.833981505587637,0.009093792956635947,94.16,0.004344838075399423,6.461468176353717,0.739612188365651,6.238324625039508,0.014170252963769203,0.009407605982416894
975,2020-01-14,0.6829971181556196,AMZN,1.55,830.0,-0.002703282076226,5869.0,1.75,0.031799999999999995,94.29,94.36,92.93,93.47,68818000.0,0,18.046975911123017,0.015165977302453419,94.57,-0.011699771832928644,6.7226297948554485,0.6213592233009708,6.461468176353717,0.009093792956635947,0.004344838075399423
976,2020-01-15,0.7579617834394905,AMZN,1.56,1335.0,0.0013153202442008,5869.0,1.75,0.031799999999999995,93.61,93.94,92.75,93.1,57932000.0,0,17.8747804841645,0.012712317058785115,93.47,-0.003966344911470757,7.197435354096591,0.6829971181556196,6.7226297948554485,0.015165977302453419,0.011699771832928644
977,2020-01-16,0.7898550724637681,AMZN,1.55,739.0,-0.0003525823111528,5869.0,1.75,0.1432,94.15,94.28,93.3,93.9,53190000.0,0,17.789380985519028,0.010408921931979976,93.1,0.008556201931195963,6.606650186198215,0.7579617834394905,7.197435354096591,0.012712317058785115,0.003966344911470757
978,2020-01-17,0.6240601503759399,AMZN,1.54,703.0,-0.0040902803761903,5869.0,1.75,0.1432,94.29,94.33,92.86,93.24,79946000.0,0,18.19686197723153,0.015590200443780856,93.9,-0.007053572046660977,6.556778356158042,0.7898550724637681,6.606650186198215,0.010408921931979976,0.008556201931195963
982,2020-01-21,0.7808219178082192,AMZN,1.54,641.0,0.0025479058639957,5869.0,1.75,0.1432,93.25,94.71,93.0,94.6,74156000.0,0,18.121681553819705,0.018337801606612504,93.24,0.01448066189027623,6.464588303689961,0.6240601503759399,6.556778356158042,0.015590200443780856,0.007053572046660977
983,2020-01-22,0.7671232876712328,AMZN,1.54,1453.0,-0.0117886038090241,5869.0,1.75,0.1432,94.8,95.13,94.17,94.37,64326000.0,0,17.979474477612246,0.010126582277412742,94.6,-0.0024342500245907762,7.282073658093465,0.7808219178082192,6.464588303689961,0.018337801606612504,0.01448066189027623
